Report generated on: 04-02-2024 16:48:16
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"INTL.21-2-ARG-TST.A","        Metallurgical coke (Mst)","396.8316","385.8085","405.65008","373.68309","434.31014","621.70284","471.78868","553.35962","694.4553","770.51469","733.03615","607.37281","460.76558","514.77877","696.65992","685.63682","759.49159","822.32326","962.31663","935.86119","987.66976","875.23414","911.61037","1016.32982","1114.43541","1265.45188","1340.40896","1304.03273","1324.97662","996.48824","1209.23407","1301.82811","812.40247","843.26715","951.76135697786","1006.0096443477","1060.2579317176","1159.4906501436","1297.3086268746","1332.2976824128","979.146919542","960.8876041","1425.76302792"
"","Armenia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-ARM-TST.A","        Coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","155.425900000003","97.554555","39.68321","22.5973850000003","17.7730387500001","12.9486925","8.12434625","5.4056520822426","2.68695791448518","2.07391582897029","1.98416000000003","3.0115033158811","1.74891582897028","0.76500314","1.23348489","3.0093063","2.76459348000001","0.39462698","2.56176843999997","3.32126003","2.92112149999998","1.39458529188","1.14750471","1.24325025429","1.32268491751","1.8059","2.08906814963","4.84219099177","13.11394727797","20.07190657219","25.68916324424673"
"INTL.11-2-ARM-TST.A","            Anthracite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","102.99907564965","64.648356486356","26.297637323064","14.975044488076","11.778002010832","8.5809595335882","5.3839170563444","4.2925266613432","1.7806181691821","1.3743617592635","1.3148815348086","1.9956909231447","1.1589877476854","0.50695936963581","0.81741719686234","1.9942349843022","1.8320664251392","0.26151506387553","1.6976564481752","2.2009633727848","1.9357958638831","0.924176704","0.60957743","0.79568373423","0.6238743907","0.57815","0.86132629473","3.92456311148","12.15825663338","16.86313176614","24.25082"
"INTL.130-2-ARM-TST.A","            Metallurgical coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.07605939"
"INTL.12-2-ARM-TST.A","            Bituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2303643895947"
"INTL.119-2-ARM-TST.A","            Subbituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","52.426824350353","32.906198513644","13.385572676936","7.6223405119243","5.9950367391681","4.3677329664118","2.7404291936556","1.1131254208994","0.90633974530308","0.69955406970679","0.66927846519143","1.0158123927364","0.58992808128488","0.25804377036419","0.41606769313766","1.0150713156978","0.93252705486081","0.13311191612447","0.86411199182477","1.1202966572152","0.98532563611688","0.47040858788","0.53792728","0.44756652006","0.69881052681","1.22775","1.2277418549","0.91762788029","0.95569064459","3.20877480605","0.065780864652027"
"INTL.14-2-ARM-TST.A","            Lignite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0661386"
"INTL.21-2-ARM-TST.A","        Metallurgical coke (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Aruba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-ABW-TST.A","        Coal (Mst)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-ABW-TST.A","            Anthracite (Mst)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-ABW-TST.A","            Metallurgical coal (Mst)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-ABW-TST.A","            Bituminous (Mst)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-ABW-TST.A","            Subbituminous (Mst)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-ABW-TST.A","            Lignite (Mst)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-ABW-TST.A","        Metallurgical coke (Mst)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-AUS-TST.A","        Coal (Mst)","76567.34469258416","77567.52668610486","81047.96968962549","77352.77764999989","78117.76773999908","86516.24956000008","85693.64232999877","93733.42117000016","96961.98548000016","105712.90941000047","99803.96977969687","103788.12525832589","106599.13818500121","104340.09980202466","105035.546323269","107584.89051429168","115998.03456809108","121824.21617498637","133356.44292433228","135868.5103704555","136123.83037829332","136788.75866211654","139468.43545868082","139780.85972733222","145303.16815661796","147255.09836103203","150231.06753","151036.95845","149819.31514","154433.09585101565","142705.49485","137743.69061","136817.44328","124974.39625","119085.85623","124697.71644","126265.20126","121663.0408831267","116347.71819","112009.02603","106908.637659999","109921.25089","116522.98548"
"INTL.11-2-AUS-TST.A","            Anthracite (Mst)","869.12179519016","830.64095097386","918.97245828849","732.96382419989","530.84609613908","478.57551540509","435.04275652576","457.31949703516","314.68988228916","343.09122673247","545.36351969687","523.72445832589","486.36834500121","436.35920202466","408.69036326899","462.40471429168","520.03896809109","362.88189498638","335.18367433229","403.4298504555","328.05685829331","473.79713211653","245.58014868081","156.76357733221","148.78273661795","91.201811032038","27","26","22","22.613361015649","28","31","34","30.86468","31.96699","28.66006","31.96699","35.257793126698","95.90097","149.91416","61.72936","115.74255","69.44553"
"INTL.130-2-AUS-TST.A","            Metallurgical coal (Mst)","7770.18319","8349.99825","7575.07432","5858.77765","5901.76774","6036.24956","5889.64233","6070.42117","6291.98548","7066.90941","6538.90292","6413.23958","6434.18347","6262.22311","6408.83034","6474.96894","6144.27594","6375.76104","6258.91618","5926.01856","5289.98569","4808.27622","4748.75148","4628.59969","4856.77786","4918.50722","4984.64582","5018.81743","5012.20357","3838.24342","5636.11103","5689.02191","4898.66564","4703.55677","4303.41824","4350.81757","4864.49403","4845.75476","4673.7944","4291.29283","4548.13106","4581.20036","10140.14969"
"INTL.12-2-AUS-TST.A","            Bituminous (Mst)","34018.527479096","35054.591093061","36176.680211311","34279.591529026","28897.245402121","30354.518727689","29651.727763098","34022.959961941","32544.998984514","35482.245391493","26359.53903","26157.8163","26901.87555","28324.95776","25113.92873","25870.11339","30166.91777","30864.68","32792.62019","33150.87094","33635.88734","29127.43944","29296.09287","19137.20391","20163.45452","19629.93648","19100.82768","19391.83752","19418.29296","19680.64274","32572.15819","30610.04639","29748.03997","28717.38012","26714.48285","26098.29156","27022.02734","27558.85231","34009.01817269","34173.992378511","29424.784853881","33067.8585415","35613.43148"
"INTL.119-2-AUS-TST.A","            Subbituminous (Mst)","11556.001764227","11298.236526643","12362.440223891","11911.594977514","13123.121515302","13174.558387422","14779.80549504","15095","15313","16695.026598049","15745.39604","16303.1649","16917.15157","16849.91066","19421.59989","18892.49109","20014.64267","20171.17069","20771.92964","22225.87653","22692.15366","30773.18827","31699.12867","41045.61516","43664.70372","46446.93416","48515.97003","49342.70253","47774.1154","50656.65605","25066.5294","23489.12379","23019.53973","22424.29233","20871.13754","22631.52661","25570.28507","27597.43316","27606.80389731","25953.711191489","27564.642146118","26369.7989685","26281.27502"
"INTL.14-2-AUS-TST.A","            Lignite (Mst)","22353.510464071","22034.059865427","24014.802476135","24569.84966926","29664.786986437","36472.347369484","34937.423985335","38087.720541024","42497.311133197","46125.636783726","50614.76827","54390.18002","55859.55925","52466.64907","53682.497","55884.91238","59152.15922","64049.72255","73197.79324","74162.31449","74177.74683","71606.0576","73478.88229","74812.67739","76469.44932","76168.51869","77602.624","77257.60097","77592.70321","80234.94028","79402.69623","77924.49852","79117.19794","69098.30235","67164.85061","71588.42064","68776.42783","61625.74286","49962.20075","47440.11547","45309.35024","45786.65047","44418.68376"
"INTL.21-2-AUS-TST.A","        Metallurgical coke (Mst)","5596.42787","4858.98248","5104.79761","3955.08828","3896.66585","3880.1312","3654.15765","3526.28969","3371.96629","3524.08507","3637.623","3747.854","3918.71205","3820.60646","4226.25654","4356.32912","4344.20371","4324.36213","4159.01563","4264.83739","3809.58336","3559.35899","3450.2303","2906.79147","3130.5604","3008.20399","2965.2139","2993.87396","3044.58022","2588.22388","3087.57031","3224.25675","2403.0358","2320.36255","2261.94012","2325.8741","2355.63647","2573.89385","2405.24042","2326.97641","2272.96322","2269.65629","2112.02596"
"","Austria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-AUT-TST.A","        Coal (Mst)","6777.001879999952","7113.206430000034","6736.216409999999","6995.259260000055","7985.133639999936","7766.876260000183","6546.6190900001275","6715.272519999995","6092.467370000001","6199.3914399998275","7344.691529999912","7554.130429999975","5447.616019999972","4835.833969999979","4798.355430000029","5660.361850000003","5969.008650000028","5938.143970000092","5064.012140000217","5583.2001499998","5627.292549999934","6128.843600000176","5954.6786199999815","6575.279150000051","6110.1043300000565","5863.186890000009","5500.526899999998","4817.094700000008","4555.8472299998075","3667.3853699999654","4232.87039999996","4328.77137000002","3950.67904","3930.83746","3527.88914180995","4124.2597957","3978.85298129","3803.7300939","3646.39848991","3520.337216","3218.17420341997","3142.18646357","3096.40231063939"
"INTL.11-2-AUT-TST.A","            Anthracite (Mst)","1.467567525671","1.5167649190047","1.6151597056721","1.5687470704516","1.8778552210199","1.848615260831","1.8736780838501","1.9753217549829","1.828193701334","1.7543976113335","1.6917405537858","1.7827093188179","1.7794604343525","1.4800989371805","1.4081593525888","1.4030539627146","1.7543976113335","1.7664648964908","1.7427944525283","1.565034059634","1.6072695576846","1.7613595066165","1.8987409068691","1.871357452089","1.7390832518035","1.9522164776795","1.9776423867439","2.10945427077","4.837377204","3.806827585","4.160228171","6.348974907","6.539233613","1.823441202","2.475347336","5.15991311","78.393751887","109.441415347","69.227162389","63.075060048","25.43843336166","30.86247538","2.85167597"
"INTL.130-2-AUT-TST.A","            Metallurgical coal (Mst)","167.26600593618","178.72054175504","196.66921839276","195.50306545044","239.06164974629","234.09961454263","240.16372543148","256.06106292517","237.52175394801","229.32377671972","222.15524699759","234.08060771454","233.56907610857","195.21302315561","185.87946457001","185.20554429635","231.58351221972","233.17641468472","230.05187523414","206.58719661505","212.16235524256","232.50249441107","250.63707632034","247.02241303437","226.88269360192","251.77422439788","260.15614002328","254.43149110638","256.81048498331","259.18947886025","298.48043383236","307.68646744172","583.9273928015","807.268681637","1316.5980884556","1650.762907497","1178.925284933","1568.303064713","1522.234884269","1426.1918606816","1071.0765951004","1000.650672791","1897.52304786"
"INTL.12-2-AUT-TST.A","            Bituminous (Mst)","0.037183795200708","0.038430310789346","0.040923341966623","0.039747383864134","0.047579264826712","0.046838411222144","0.047473428597488","0.050048776841939","0.046320989657049","0.044451216274091","0.04286367283573","0.045168550716609","0.045086233649435","0.03750130388838","0.035678568829521","0.035549213438248","0.044451216274091","0.044756965380738","0.044157226748468","0.039653307215935","0.0407234290892","0.044627609989464","0.048108445972832","0.047414630692363","0.044063195962635","0.049463357851484","0.050107574747064","0.053447295758133","0.014965828097942","0.22612940201524","0.213407216","0.126434957","1.0300535795","1.17396015","0.84897160425","1.946789691","1.097790529","2.047210132","2.453852291","2.582271406","1.472465698","0.58863354","405.58722232816"
"INTL.119-2-AUT-TST.A","            Subbituminous (Mst)","3399.745941333","3506.7042932469","2848.1426320744","3392.1834688539","4452.1347388025","4071.2194625238","2967.4710457628","3318.3572305657","3443.5093616066","3630.6852922358","4364.2861316382","4963.1321122005","3198.960166975","2724.3000261776","3053.6415992108","3995.8687116066","4454.055746736","4396.9208210734","3515.727072181","4067.969705596","3981.5353957768","4504.6992634692","4080.4680390018","4992.2517118517","5562.7101677416","5542.4107647","5170.4701697757","4488.1036729951","4214.8189638324","3292.3631265607","3818.2731819226","3913.5816788843","3260.001687063","3012.953623328","2086.1337012021","2352.47173799","2622.554443102","2025.440722041","1940.62557348","1912.3113841864","2033.0406148706","2045.436404979","786.61645109123"
"INTL.14-2-AUT-TST.A","            Lignite (Mst)","3208.4851814099","3426.2263997683","3689.7484764852","3405.9642312414","3292.0118169653","3459.6617292617","3337.0631672934","3138.8288559773","2409.5617397544","2337.5835222167","2756.5155471375","2355.0898322154","2013.2622302484","1914.8033204257","1557.3905282978","1477.8489909209","1281.5705422167","1306.2355123801","1316.4462409058","1307.0385604219","1431.9468059938","1389.8358550033","1621.626655325","1334.0862530312","318.72832220877","67.000221066598","67.872840239527","72.396634332","79.365438152","111.799807592","111.743148858","101.02781381","99.180672943","107.617753683","121.833033212","113.918447412","97.881710839","98.497681667","111.857017481","116.176639678","87.14609438931","64.64827688","3.82391339"
